"","tow_id","station_total_pcov","station_sd_total_pcov","station_se_total_pcov","station_tt_pcov","station_sd_tt_pcov","station_se_tt_pcov","station_hw_pcov","station_sd_hw_pcov","station_se_hw_pcov","station_sf_pcov","station_sd_sf_pcov","station_se_sf_pcov","station_he_pcov","station_sd_he_pcov","station_se_he_pcov","station_hd_pcov","station_sd_hd_pcov","station_se_hd_pcov","station_rm_pcov","station_sd_rm_pcov","station_se_rm_pcov","station_mac_pcov","station_sd_mac_pcov","station_se_mac_pcov","station_drift_pcov","station_sd_drift_pcov","station_se_drift_pcov","station_bare_pcov","station_sd_bare_pcov","station_se_bare_pcov","station_tt_sht_m","station_sd_tt_sht_m","station_se_tt_sht_m","station_hw_sht_m","station_sd_hw_sht_m","station_se_hw_sht_m","station_sf_sht_m","station_sd_sf_sht_m","station_se_sf_sht_m","station_he_sht_m","station_sd_he_sht_m","station_se_he_sht_m","station_hd_sht_m","station_sd_hd_sht_m","station_se_hd_sht_m","station_rm_sht_m","station_sd_rm_sht_m","station_se_rm_sht_m","station_sg_sht_m","station_sd_sg_sht_m","station_se_sg_sht_m","station_tt_can","station_sd_tt_can","station_se_tt_can","station_hw_can","station_sd_hw_can","station_se_hw_can","station_sf_can","station_sd_sf_can","station_se_sf_can","station_he_can","station_sd_he_can","station_se_he_can","station_hd_can","station_sd_hd_can","station_se_hd_can","station_rm_can","station_sd_rm_can","station_se_rm_can","station_sg_can","station_sd_sg_can","station_se_sg_can","station_tt_sht_ratio","station_sd_tt_sht_ratio","station_hw_sht_ratio","station_sd_hw_sht_ratio","station_sf_sht_ratio","station_sd_sf_sht_ratio","station_he_sht_ratio","station_sd_he_sht_ratio","station_hd_sht_ratio","station_sd_hd_sht_ratio","station_rm_sht_ratio","station_sd_rm_sht_ratio","abund_id","notes","av_sl","median_sl","sd_sl","max_sl","min_sl","av_tl","median_tl","sd_tl","max_tl","min_tl","av_cw","median_cw","sd_cw","max_cw","min_cw","site","station","sample_period","date","substrate","start_lat","start_long","end_lat","end_long","env_lat","env_long","tow_area","depth","secchi","temp","salinity","do","macro_weight","light_attenuation_av","species_common","species_scientific","species_abundance","species_weight","species_abundance_m","species_biomass_m","species_mean_weight","species_mean_weight_m","macro_m","seagrass_richness"
"1","100030",87.0833333333333,16.2618255339605,4.69438467477341,73.25,22.2919675708946,6.43513673891121,0,0,0,21.5,33.8861730986656,9.78209558016042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9166666666667,16.2618255339605,4.69438467477341,238.416666666667,140.492936304695,40.5568172973784,0,0,0,174.2803115,274.683386194342,79.2942634806107,0,0,0,0,0,0,0,0,0,412.696978166667,242.042283641959,69.8715888079783,385,55.585448307017,9.26424138450284,NA,NA,NA,398.333333333333,81.4701230659495,21.0354953231927,NA,NA,NA,NA,NA,NA,NA,64.7738146076293,Inf,411.666666666667,64.7738146076293,9.07014825615859,71.829614512855,36.4567773818461,0,0,28.170385487145,36.4567773818461,0,0,0,0,0,0,"200001","",64.24,53,30.0434130329207,140,36,80.32,69,38.5148456226081,183,44,NA,NA,NA,NA,NA,"AP","4061","early","6/4/2018","thalassia",29.88406,-84.5846,29.8846,-84.58337,29.88434,-84.58416,744,99,"92",30.2,26.98,7.21,3600,1.4514253542726,"pinfish","Lagodon rhomboides",25,800,0.0336021505376344,1.0752688172043,32,0.043010752688172,4.83870967741935,2
"2","100030",87.0833333333333,16.2618255339605,4.69438467477341,73.25,22.2919675708946,6.43513673891121,0,0,0,21.5,33.8861730986656,9.78209558016042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9166666666667,16.2618255339605,4.69438467477341,238.416666666667,140.492936304695,40.5568172973784,0,0,0,174.2803115,274.683386194342,79.2942634806107,0,0,0,0,0,0,0,0,0,412.696978166667,242.042283641959,69.8715888079783,385,55.585448307017,9.26424138450284,NA,NA,NA,398.333333333333,81.4701230659495,21.0354953231927,NA,NA,NA,NA,NA,NA,NA,64.7738146076293,Inf,411.666666666667,64.7738146076293,9.07014825615859,71.829614512855,36.4567773818461,0,0,28.170385487145,36.4567773818461,0,0,0,0,0,0,"200002","",53.88,51,33.2795232337644,165,28,67.28,65,41.6288361595661,204,33,NA,NA,NA,NA,NA,"AP","4061","early","6/4/2018","thalassia",29.88406,-84.5846,29.8846,-84.58337,29.88434,-84.58416,744,99,"92",30.2,26.98,7.21,3600,1.4514253542726,"pigfish","Orthopristis chrysoptera",215,500,0.288978494623656,0.672043010752688,2.32558139534884,0.00312578144536134,4.83870967741935,2
"3","100030",87.0833333333333,16.2618255339605,4.69438467477341,73.25,22.2919675708946,6.43513673891121,0,0,0,21.5,33.8861730986656,9.78209558016042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9166666666667,16.2618255339605,4.69438467477341,238.416666666667,140.492936304695,40.5568172973784,0,0,0,174.2803115,274.683386194342,79.2942634806107,0,0,0,0,0,0,0,0,0,412.696978166667,242.042283641959,69.8715888079783,385,55.585448307017,9.26424138450284,NA,NA,NA,398.333333333333,81.4701230659495,21.0354953231927,NA,NA,NA,NA,NA,NA,NA,64.7738146076293,Inf,411.666666666667,64.7738146076293,9.07014825615859,71.829614512855,36.4567773818461,0,0,28.170385487145,36.4567773818461,0,0,0,0,0,0,"200003","",31,31,NA,31,31,39,39,NA,39,39,NA,NA,NA,NA,NA,"AP","4061","early","6/4/2018","thalassia",29.88406,-84.5846,29.8846,-84.58337,29.88434,-84.58416,744,99,"92",30.2,26.98,7.21,3600,1.4514253542726,"striped burrfish","Chilomycterus schoepfi",1,3,0.00134408602150538,0.00403225806451613,3,0.00403225806451613,4.83870967741935,2
"4","100030",87.0833333333333,16.2618255339605,4.69438467477341,73.25,22.2919675708946,6.43513673891121,0,0,0,21.5,33.8861730986656,9.78209558016042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9166666666667,16.2618255339605,4.69438467477341,238.416666666667,140.492936304695,40.5568172973784,0,0,0,174.2803115,274.683386194342,79.2942634806107,0,0,0,0,0,0,0,0,0,412.696978166667,242.042283641959,69.8715888079783,385,55.585448307017,9.26424138450284,NA,NA,NA,398.333333333333,81.4701230659495,21.0354953231927,NA,NA,NA,NA,NA,NA,NA,64.7738146076293,Inf,411.666666666667,64.7738146076293,9.07014825615859,71.829614512855,36.4567773818461,0,0,28.170385487145,36.4567773818461,0,0,0,0,0,0,"200004","",154,154,NA,154,154,191,191,NA,191,191,NA,NA,NA,NA,NA,"AP","4061","early","6/4/2018","thalassia",29.88406,-84.5846,29.8846,-84.58337,29.88434,-84.58416,744,99,"92",30.2,26.98,7.21,3600,1.4514253542726,"gulf flounder","Paralichthys albigutta",1,74,0.00134408602150538,0.0994623655913978,74,0.0994623655913978,4.83870967741935,2
"5","100030",87.0833333333333,16.2618255339605,4.69438467477341,73.25,22.2919675708946,6.43513673891121,0,0,0,21.5,33.8861730986656,9.78209558016042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9166666666667,16.2618255339605,4.69438467477341,238.416666666667,140.492936304695,40.5568172973784,0,0,0,174.2803115,274.683386194342,79.2942634806107,0,0,0,0,0,0,0,0,0,412.696978166667,242.042283641959,69.8715888079783,385,55.585448307017,9.26424138450284,NA,NA,NA,398.333333333333,81.4701230659495,21.0354953231927,NA,NA,NA,NA,NA,NA,NA,64.7738146076293,Inf,411.666666666667,64.7738146076293,9.07014825615859,71.829614512855,36.4567773818461,0,0,28.170385487145,36.4567773818461,0,0,0,0,0,0,"200005","",124,124,NA,124,124,181,181,NA,181,181,NA,NA,NA,NA,NA,"AP","4061","early","6/4/2018","thalassia",29.88406,-84.5846,29.8846,-84.58337,29.88434,-84.58416,744,99,"92",30.2,26.98,7.21,3600,1.4514253542726,"gulf pipefish","Syngnathus scovelli",1,1,0.00134408602150538,0.00134408602150538,1,0.00134408602150538,4.83870967741935,2
"6","100030",87.0833333333333,16.2618255339605,4.69438467477341,73.25,22.2919675708946,6.43513673891121,0,0,0,21.5,33.8861730986656,9.78209558016042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9166666666667,16.2618255339605,4.69438467477341,238.416666666667,140.492936304695,40.5568172973784,0,0,0,174.2803115,274.683386194342,79.2942634806107,0,0,0,0,0,0,0,0,0,412.696978166667,242.042283641959,69.8715888079783,385,55.585448307017,9.26424138450284,NA,NA,NA,398.333333333333,81.4701230659495,21.0354953231927,NA,NA,NA,NA,NA,NA,NA,64.7738146076293,Inf,411.666666666667,64.7738146076293,9.07014825615859,71.829614512855,36.4567773818461,0,0,28.170385487145,36.4567773818461,0,0,0,0,0,0,"200006","",58.2727272727273,37,42.7974085876491,132,27,71.2727272727273,45,52.0078665378439,160,33,NA,NA,NA,NA,NA,"AP","4061","early","6/4/2018","thalassia",29.88406,-84.5846,29.8846,-84.58337,29.88434,-84.58416,744,99,"92",30.2,26.98,7.21,3600,1.4514253542726,"silver perch","Bairdiella chrysoura",11,120,0.0147849462365591,0.161290322580645,10.9090909090909,0.0146627565982405,4.83870967741935,2
"7","100030",87.0833333333333,16.2618255339605,4.69438467477341,73.25,22.2919675708946,6.43513673891121,0,0,0,21.5,33.8861730986656,9.78209558016042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9166666666667,16.2618255339605,4.69438467477341,238.416666666667,140.492936304695,40.5568172973784,0,0,0,174.2803115,274.683386194342,79.2942634806107,0,0,0,0,0,0,0,0,0,412.696978166667,242.042283641959,69.8715888079783,385,55.585448307017,9.26424138450284,NA,NA,NA,398.333333333333,81.4701230659495,21.0354953231927,NA,NA,NA,NA,NA,NA,NA,64.7738146076293,Inf,411.666666666667,64.7738146076293,9.07014825615859,71.829614512855,36.4567773818461,0,0,28.170385487145,36.4567773818461,0,0,0,0,0,0,"200007","",16.1666666666667,17.5,6.17669127863091,24,8,26.5833333333333,28,7.87929776904854,39,16,NA,NA,NA,NA,NA,"AP","4061","early","6/4/2018","thalassia",29.88406,-84.5846,29.8846,-84.58337,29.88434,-84.58416,744,99,"92",30.2,26.98,7.21,3600,1.4514253542726,"planehead filefish","Stephanolepis hispidus",12,6,0.0161290322580645,0.00806451612903226,0.5,0.000672043010752688,4.83870967741935,2
"8","100030",87.0833333333333,16.2618255339605,4.69438467477341,73.25,22.2919675708946,6.43513673891121,0,0,0,21.5,33.8861730986656,9.78209558016042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9166666666667,16.2618255339605,4.69438467477341,238.416666666667,140.492936304695,40.5568172973784,0,0,0,174.2803115,274.683386194342,79.2942634806107,0,0,0,0,0,0,0,0,0,412.696978166667,242.042283641959,69.8715888079783,385,55.585448307017,9.26424138450284,NA,NA,NA,398.333333333333,81.4701230659495,21.0354953231927,NA,NA,NA,NA,NA,NA,NA,64.7738146076293,Inf,411.666666666667,64.7738146076293,9.07014825615859,71.829614512855,36.4567773818461,0,0,28.170385487145,36.4567773818461,0,0,0,0,0,0,"200008","",41.5,41.5,0.707106781186548,42,41,52,52,1.4142135623731,53,51,NA,NA,NA,NA,NA,"AP","4061","early","6/4/2018","thalassia",29.88406,-84.5846,29.8846,-84.58337,29.88434,-84.58416,744,99,"92",30.2,26.98,7.21,3600,1.4514253542726,"clown goby","Microgobius gulosus",2,1,0.00268817204301075,0.00134408602150538,0.5,0.000672043010752688,4.83870967741935,2
"9","100031",99.5833333333333,0.90033663737852,0.259904799975886,99.5833333333333,0.90033663737852,0.259904799975886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,1.15470053837925,0.333333333333333,0,0,0,0.416666666666667,0.90033663737852,0.259904799975886,655.333333333333,269.752187061092,77.8707489071059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655.333333333333,269.752187061092,77.8707489071059,520,70.1132870137538,11.6855478356256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.1132870137538,Inf,520,70.1132870137538,11.6855478356256,100,0,0,0,0,0,0,0,0,0,0,0,"200009","",50.8,43,33.8944439891457,176,29,63.6,53,42.2955868462263,220,37,NA,NA,NA,NA,NA,"AP","4086","early","6/4/2018","thalassia",29.89107,-84.56482,29.89162,-84.56424,29.89133,-84.56454,416.000000016,80,"80",30.1,29.48,7.12,750,4.37488436515114,"pigfish","Orthopristis chrysoptera",94,450,0.225961538452848,1.08173076918916,4.78723404255319,0.0115077741403103,1.80288461531527,1
"10","100031",99.5833333333333,0.90033663737852,0.259904799975886,99.5833333333333,0.90033663737852,0.259904799975886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,1.15470053837925,0.333333333333333,0,0,0,0.416666666666667,0.90033663737852,0.259904799975886,655.333333333333,269.752187061092,77.8707489071059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655.333333333333,269.752187061092,77.8707489071059,520,70.1132870137538,11.6855478356256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.1132870137538,Inf,520,70.1132870137538,11.6855478356256,100,0,0,0,0,0,0,0,0,0,0,0,"200010","",127,155.5,71.7263317524789,175,22,153,186,88.1286937760152,216,24,NA,NA,NA,NA,NA,"AP","4086","early","6/4/2018","thalassia",29.89107,-84.56482,29.89162,-84.56424,29.89133,-84.56454,416.000000016,80,"80",30.1,29.48,7.12,750,4.37488436515114,"striped burrfish","Chilomycterus schoepfi",4,700,0.00961538461501479,1.68269230762759,175,0.420673076906897,1.80288461531527,1
